1010.99  -13.60  258.75  -15.77  83.50   2.13   1.78   0.35   1.10   1.76  1355.97   0.41   0.80  115.40 
1010.76  -14.95  257.42  -16.90  84.90   1.91   1.62   0.29   1.00   1.60  1362.83   0.54   1.00  204.20 
1010.71  -16.02  256.36  -17.87  85.50   1.74   1.49   0.25   0.92   1.47  1368.50   0.50   1.12  59.91 
1010.62  -15.99  256.39  -17.89  85.10   1.75   1.49   0.26   0.92   1.47  1368.22   0.43   0.78  179.60 
1008.26   2.69  275.20  -1.17  75.60   7.42   5.61   1.81   3.47   5.56  1270.62   1.58   2.10  206.60 
1007.99   2.38  274.91  -1.23  77.00   7.25   5.58   1.67   3.45   5.54  1271.74   1.65   2.72  212.70 
1007.66   2.28  274.84  -1.21  77.60   7.20   5.59   1.61   3.46   5.55  1271.74   1.83   2.60  200.30 
1007.24   2.45  275.05  -1.01  77.80   7.29   5.67   1.62   3.51   5.63  1270.39   1.98   3.96  169.70 
1006.71   3.35  275.98  -0.99  73.10   7.77   5.68   2.09   3.52   5.64  1265.58   1.67   3.52  157.30 
1006.68   5.64  278.27  -1.32  60.72   9.13   5.54   3.59   3.43   5.51  1255.23   4.63   6.33  214.70 
1006.54   5.02  277.66  -0.83  65.73   8.74   5.75   3.00   3.56   5.71  1257.75   0.68   1.44  211.10 
1006.30   6.17  278.83  -0.51  62.15   9.47   5.88   3.58   3.64   5.85  1252.23   1.78   2.52  225.60 
1006.42   6.30  278.95   0.04  64.12   9.55   6.13   3.43   3.80   6.09  1251.67   1.28   2.40  146.30 
1006.06   7.32  280.00   0.78  63.06  10.25   6.46   3.79   4.01   6.42  1246.51   3.44   5.11  194.80 
1006.02   8.68  281.36   2.00  62.74  11.25   7.06   4.19   4.37   7.01  1240.17   2.64   5.09  230.50 
1005.94   9.91  282.59   2.83  61.29  12.22   7.49   4.73   4.64   7.45  1234.48   2.44   4.70  231.80 
1005.47  10.24  282.96   3.19  61.50  12.49   7.68   4.81   4.77   7.64  1232.37   1.78   4.00  241.20 
1004.96  10.13  282.89   3.59  63.72  12.40   7.90   4.50   4.91   7.86  1232.12   1.68   4.94  242.80 
1004.85   8.47  281.24   5.39  80.90  11.09   8.97   2.12   5.57   8.93  1238.75   1.39   1.80  302.50 
1004.23   8.75  281.57   6.15  83.70  11.30   9.46   1.84   5.88   9.42  1236.52   1.15   2.10  116.40 
1003.83   9.69  282.54   4.76  71.30  12.04   8.58   3.46   5.34   8.55  1232.33   1.45   2.92  224.40 
1004.05   9.73  282.56   4.90  71.80  12.07   8.67   3.40   5.39   8.63  1232.39   1.66   3.96  257.70 
1003.78   9.39  282.25   5.35  75.80  11.80   8.94   2.86   5.56   8.91  1233.41   0.97   2.28  207.40 
1003.30   8.99  281.88   5.13  76.70  11.49   8.81   2.68   5.48   8.78  1234.63   2.12   3.92  234.30 
1003.20   8.76  281.66   4.98  77.10  11.31   8.72   2.59   5.42   8.69  1235.55   0.73   1.60  217.70 
1003.19   8.72  281.62   5.07  77.80  11.28   8.77   2.50   5.46   8.75  1235.69   2.59   4.76  235.40 
1003.34   8.75  281.64   5.38  79.30  11.30   8.96   2.34   5.57   8.93  1235.66   0.93   1.76  243.70 
1003.18   8.89  281.79   5.69  80.30  11.41   9.16   2.25   5.70   9.13  1234.76   1.23   2.80  235.50 
975.95   7.46  282.58   4.60  82.00  10.35   8.49   1.86   5.43   8.70  1207.56   3.76   6.03  180.30 
975.58   7.82  282.97   4.76  80.90  10.61   8.58   2.03   5.49   8.80  1205.51   4.81   5.97  196.60 
975.16   8.02  283.21   4.74  79.70  10.75   8.57   2.18   5.48   8.79  1204.14   4.72   6.65  183.10 
974.93   7.99  283.20   4.85  80.50  10.73   8.64   2.09   5.53   8.86  1203.95   4.65   6.69  182.90 
974.72   7.93  283.16   4.95  81.40  10.69   8.70   1.99   5.57   8.92  1203.91   3.39   5.29  186.60 
974.23   7.93  283.20   5.00  81.70  10.69   8.73   1.96   5.59   8.96  1203.29   3.25   4.99  184.20 
974.02   7.91  283.19   5.33  83.70  10.67   8.93   1.74   5.72   9.17  1203.02   2.97   4.24  189.90 
973.86   8.38  283.68   5.32  81.00  11.02   8.93   2.09   5.72   9.17  1200.82   3.14   4.73  174.90 
973.40   8.87  284.21   5.42  78.90  11.39   8.99   2.40   5.76   9.23  1198.14   3.16   4.71  160.80 
972.79  11.16  286.57   5.65  68.74  13.28   9.13   4.15   5.86   9.39  1187.67   4.87   7.73  177.90 
972.76  12.79  288.22   5.21  59.87  14.79   8.86   5.94   5.68   9.10  1180.99   5.36   8.69  183.60 
972.55  13.71  289.16   5.21  56.37  15.71   8.86   6.85   5.68   9.11  1176.95   7.84  10.85  209.80 
972.25  14.04  289.52   5.80  57.49  16.05   9.23   6.82   5.92   9.49  1175.06   5.66   8.45  188.90 
971.06  16.29  291.89   5.57  48.95  18.55   9.08   9.47   5.84   9.35  1164.56   5.16   8.17  179.20 
970.37  17.72  293.39   5.47  44.42  20.31   9.02  11.29   5.80   9.30  1158.04   5.79   9.93  202.20 
969.85  18.52  294.25   5.44  42.14  21.36   9.00  12.36   5.79   9.28  1154.25   6.47   8.85  208.30 
969.81  18.42  294.15   5.26  41.87  21.22   8.89  12.34   5.72   9.16  1154.65   5.08   8.17  210.80 
970.08  17.71  293.41   5.15  43.45  20.30   8.82  11.48   5.67   9.09  1157.82   3.41   5.64  193.70 
970.25  16.95  292.63   5.02  45.18  19.35   8.74  10.61   5.62   9.01  1161.10   1.78   2.28  226.20 
970.55  16.27  291.92   4.82  46.54  18.53   8.62   9.90   5.54   8.88  1164.24   1.48   2.36  238.40 
969.84  14.69  290.38   5.49  53.94  16.74   9.03   7.71   5.81   9.31  1169.58   0.61   1.28  139.90 
969.86  13.31  288.99   5.54  59.23  15.31   9.07   6.24   5.83   9.35  1175.23   0.83   1.92  303.40 
970.50  12.68  288.30   5.72  62.49  14.69   9.18   5.51   5.90   9.46  1178.55   1.38   2.28  266.40 
992.44  15.73  289.52  12.61  81.70  17.90  14.62   3.28   9.22  14.73  1190.08   1.52   2.44  222.40 
992.81  15.17  288.93  12.65  84.90  17.27  14.66   2.61   9.24  14.77  1192.82   0.94   2.28  194.80 
993.17  14.36  288.08  12.35  87.70  16.39  14.37   2.02   9.05  14.47  1196.75   1.48   2.32  182.60 
993.42  13.07  286.77  11.98  93.10  15.07  14.03   1.04   8.83  14.12  1202.60   1.59   2.52  191.70 
993.59  12.78  286.47  11.87  94.20  14.78  13.93   0.86   8.76  14.02  1204.08   1.90   2.92  185.40 
993.73  12.07  285.74  11.45  96.00  14.11  13.54   0.56   8.52  13.63  1207.42   1.50   2.36  220.90 
993.93  13.26  286.92  11.89  91.40  15.26  13.94   1.31   8.77  14.03  1202.46   1.26   2.42  190.90 
994.38  15.84  289.47  12.81  82.20  18.02  14.82   3.21   9.32  14.90  1191.87   1.03   2.12  141.80 
994.61  18.48  292.09  14.15  75.90  21.30  16.17   5.13  10.17  16.26  1180.74   2.11   4.28  190.40 
994.27  21.34  294.98  14.27  64.05  25.43  16.29   9.14  10.25  16.38  1168.83   3.72   7.12  184.40 
994.08  22.06  295.72  13.05  56.60  26.58  15.04  11.54   9.47  15.13  1166.30   5.99   9.65  204.30 
993.99  22.95  296.62  12.67  52.31  28.05  14.68  13.38   9.23  14.76  1162.86   4.70   7.04  197.10 
993.81  23.21  296.90  12.06  49.46  28.50  14.10  14.40   8.87  14.18  1161.88   5.94   9.63  212.30 
993.44  24.39  298.11  12.32  46.89  30.59  14.35  16.25   9.03  14.44  1156.74   5.76   9.25  213.30 
993.27  24.72  298.46  13.11  48.43  31.20  15.11  16.09   9.52  15.21  1154.92   6.57   9.01  217.80 
993.00  25.13  298.89  13.44  48.29  31.97  15.44  16.53   9.73  15.55  1152.87   5.60   8.42  213.20 
992.84  25.24  299.01  14.02  49.80  32.18  16.03  16.16  10.10  16.14  1152.00   2.78   4.44  199.20 
992.84  25.30  299.07  13.53  48.08  32.30  15.53  16.77   9.79  15.64  1151.98   4.10   5.72  222.80 
992.89  25.33  299.10  13.57  48.10  32.36  15.56  16.79   9.81  15.67  1151.91   3.23   5.22  208.20 
992.83  24.60  298.37  13.87  51.24  30.98  15.87  15.11  10.01  15.99  1154.53   1.70   2.28  200.40 
992.76  23.70  297.48  13.41  52.49  29.35  15.41  13.95   9.71  15.52  1158.15   3.06   3.82  216.50 
993.35  23.46  297.19  13.44  53.34  28.93  15.43  13.50   9.72  15.54  1159.77   3.13   3.92  225.60 
992.68  22.76  296.54  13.84  57.14  27.73  15.85  11.89   9.99  15.96  1161.54   2.77   3.52  206.10 
992.85  21.96  295.73  13.94  60.37  26.42  15.95  10.47  10.05  16.06  1164.85   2.39   3.00  195.60 
987.20  12.26  286.47   5.72  64.26  14.29   9.18   5.11   5.80   9.30  1200.66   1.43   1.92  218.80 
987.36  11.27  285.47   6.60  72.90  13.38   9.75   3.63   6.17   9.88  1204.77   0.60   1.08  156.90 
987.36  10.84  285.04   6.67  75.40  13.00   9.81   3.20   6.20   9.93  1206.57   0.39   0.88  94.80 
987.32  10.85  285.05   6.51  74.50  13.01   9.69   3.32   6.13   9.82  1206.53   0.50   1.08  149.00 
987.28  10.15  284.35   6.83  79.80  12.42   9.91   2.51   6.27  10.04  1209.36   0.47   0.92  223.10 
987.19  10.68  284.89   6.60  75.80  12.87   9.75   3.11   6.17   9.88  1207.07   0.39   0.72  232.50 
987.27  10.71  284.91   7.12  78.40  12.89  10.11   2.78   6.39  10.24  1206.87   0.67   1.00  195.80 
987.28  12.26  286.47   7.75  73.90  14.29  10.56   3.73   6.68  10.69  1200.12   0.41   0.88  234.10 
986.97  15.15  289.39   8.04  62.45  17.24  10.77   6.48   6.81  10.91  1187.62   0.62   1.32  124.90 
986.67  15.37  289.64   6.56  55.62  17.49   9.73   7.76   6.16   9.86  1186.83   1.39   3.52  302.30 
986.27  16.71  291.02   6.92  52.34  19.05   9.97   9.08   6.31  10.11  1180.75   2.21   4.48  217.30 
985.55  17.29  291.66   7.12  51.14  19.77  10.11   9.66   6.40  10.26  1177.47   2.86   5.24  10.41 
985.03  17.80  292.22   6.55  47.61  20.41   9.72  10.69   6.16   9.87  1174.96   2.44   4.80  354.90 
984.28  18.52  293.00   6.09  44.08  21.36   9.41  11.94   5.97   9.56  1171.30   1.90   3.28  232.60 
983.80  18.75  293.28   5.29  41.12  21.67   8.91  12.76   5.65   9.06  1170.03   1.40   2.50  68.78 
983.21  18.91  293.49   5.81  42.21  21.89   9.24  12.65   5.86   9.40  1168.54   2.54   4.72  17.46 
982.80  19.34  293.96   6.26  42.38  22.48   9.53  12.95   6.05   9.69  1166.20   1.04   3.48  264.60 
982.44  18.55  293.19   5.60  42.54  21.40   9.10  12.30   5.78   9.27  1169.12   2.42   4.28  14.42 
982.00  18.25  292.93   5.46  42.91  21.00   9.01  11.99   5.73   9.18  1169.84   0.73   2.20  331.00 
981.76  17.73  292.43   5.28  43.79  20.32   8.90  11.42   5.66   9.07  1171.70   0.66   1.24  328.80 
981.62  17.41  292.12   5.10  44.14  19.92   8.79  11.13   5.59   8.96  1172.87   1.00   1.36  353.10 
981.70  16.54  291.23   6.36  50.89  18.85   9.59   9.26   6.10   9.77  1176.12   0.62   1.24  61.48 
981.50  15.88  290.59   6.96  55.35  18.07  10.00   8.07   6.36  10.19  1178.38   0.89   1.14  31.90 
981.38  15.04  289.75   7.18  59.29  17.12  10.15   6.97   6.46  10.34  1181.60   0.75   1.68  202.90 
986.97  16.34  290.59  12.56  78.30  18.61  14.57   4.04   9.23  14.76  1181.01   1.09   2.36  206.50 
987.07  16.41  290.65  12.59  78.10  18.69  14.60   4.09   9.25  14.79  1180.83   0.97   2.48  175.30 
987.07  16.12  290.36  12.54  79.30  18.35  14.55   3.80   9.22  14.74  1182.04   0.81   1.96  163.90 
987.00  16.07  290.31  12.64  80.10  18.29  14.65   3.64   9.29  14.84  1182.11   0.88   1.30  194.70 
986.97  15.74  289.99  12.75  82.40  17.91  14.76   3.15   9.35  14.95  1183.38   0.94   2.20  177.40 
987.15  15.45  289.68  12.80  84.20  17.58  14.80   2.78   9.38  14.99  1184.76   1.06   1.58  202.00 
987.26  16.53  290.75  13.24  80.90  18.84  15.24   3.60   9.66  15.44  1180.28   0.44   1.16  131.40 
987.39  17.64  291.86  13.94  78.90  20.21  15.94   4.26  10.11  16.15  1175.61   0.34   0.92  143.80 
987.38  20.04  294.27  13.46  65.81  23.48  15.45   8.03   9.79  15.65  1166.20   1.26   2.32  211.70 
987.44  20.49  294.71  12.97  62.01  24.14  14.97   9.17   9.48  15.16  1164.70   1.61   3.60  287.80 
987.38  22.45  296.69  12.52  53.40  27.22  14.53  12.68   9.21  14.72  1157.10   2.16   5.32  302.50 
987.43  21.21  295.44  12.09  55.99  25.23  14.13  11.11   8.95  14.31  1162.21   1.98   3.16  248.10 
987.20  21.82  296.07  12.00  53.62  26.19  14.04  12.15   8.90  14.23  1159.58   2.74   4.32  207.10 
986.79  22.86  297.15  12.32  51.42  27.90  14.35  13.55   9.09  14.54  1154.89   1.79   3.64  219.80 
986.53  23.50  297.81  12.51  50.07  29.00  14.52  14.48   9.21  14.72  1152.01   1.49   4.08  287.50 
986.27  23.06  297.39  12.84  52.55  28.24  14.84  13.40   9.41  15.05  1153.27   2.86   4.76  160.10 
986.03  23.13  297.48  13.05  53.04  28.36  15.04  13.32   9.54  15.26  1152.63   3.10   4.92  163.00 
985.62  22.13  296.52  14.43  61.66  26.69  16.46  10.23  10.45  16.70  1155.42   1.78   3.28  181.90 
985.90  19.89  294.24  13.92  68.45  23.26  15.92   7.34  10.11  16.15  1164.82   2.24   4.24  266.60 
985.91  19.48  293.83  14.20  71.50  22.68  16.21   6.46  10.29  16.45  1166.34   1.28   1.66  309.10 
985.92  18.72  293.07  13.97  73.90  21.63  15.98   5.64  10.15  16.21  1169.49   0.56   1.28  277.80 
986.09  18.09  292.42  13.86  76.30  20.79  15.86   4.93  10.07  16.09  1172.28   1.73   2.36  228.70 
986.07  16.85  291.18  13.61  81.20  19.22  15.61   3.61   9.91  15.83  1177.38   1.95   2.84  221.10 
985.93  16.00  290.33  13.48  85.00  18.21  15.48   2.73   9.82  15.70  1180.73   0.50   1.56  151.10 
998.09  16.24  289.56  11.36  72.80  18.49  13.46   5.03   8.43  13.49  1195.30   0.47   1.80  137.90 
998.17  16.19  289.50  11.64  74.40  18.43  13.71   4.72   8.59  13.74  1195.49   0.89   1.64  29.75 
998.08  15.95  289.27  11.43  74.50  18.15  13.52   4.63   8.47  13.55  1196.47   1.74   2.80  358.30 
997.94  15.79  289.12  10.99  73.10  17.97  13.13   4.83   8.23  13.16  1197.14   1.05   2.00  344.10 
997.97  15.12  288.45  10.71  74.90  17.21  12.89   4.32   8.07  12.92  1200.06   1.25   2.68  10.69 
998.15  14.44  287.75  10.62  77.80  16.47  12.82   3.66   8.02  12.84  1203.16   2.04   2.68  24.85 
998.64  14.06  287.33  10.46  78.90  16.07  12.68   3.39   7.94  12.70  1205.40   2.39   4.16  18.43 
998.80  14.68  287.94  10.78  77.40  16.73  12.95   3.78   8.10  12.96  1202.88   1.76   3.16  43.22 
998.89  15.35  288.60  10.87  74.60  17.47  13.03   4.44   8.15  13.05  1200.16   3.37   4.48  60.23 
999.07  15.33  288.57  10.85  74.60  17.44  13.01   4.43   8.14  13.03  1200.47   2.09   3.64  37.59 
999.19  15.74  288.97  10.28  69.93  17.91  12.52   5.39   7.83  12.53  1199.13   2.86   4.00  59.76 
998.91  16.94  290.19   9.77  62.62  19.33  12.11   7.23   7.57  12.12  1194.03   3.08   5.32  17.65 
998.47  17.80  291.09   8.91  55.95  20.41  11.42   8.99   7.15  11.44  1190.28   1.65   2.80   3.52 
998.12  17.95  291.27   8.95  55.58  20.61  11.45   9.15   7.17  11.47  1189.23   2.80   5.20  16.81 
998.08  17.78  291.10   9.50  58.29  20.39  11.88   8.50   7.44  11.91  1189.68   2.63   4.04  30.16 
998.18  17.34  290.65   9.43  59.66  19.83  11.83   8.00   7.40  11.85  1191.63   3.26   5.08  33.11 
997.68  17.98  291.33   9.16  56.28  20.65  11.62   9.03   7.28  11.65  1188.51   2.30   4.44  25.51 
997.46  17.84  291.21   8.80  55.41  20.46  11.34   9.13   7.10  11.37  1188.94   2.30   4.48  24.38 
997.46  17.70  291.07   8.13  53.39  20.29  10.83   9.45   6.78  10.86  1189.75   0.94   2.84   0.33 
997.46  17.39  290.76   7.72  52.96  19.89  10.53   9.36   6.60  10.56  1191.15   0.95   3.00  309.60 
997.34  16.25  289.63   8.06  58.29  18.50  10.79   7.72   6.75  10.81  1195.58   1.51   1.84  323.80 
997.52  15.20  288.57   8.10  62.51  17.30  10.81   6.49   6.77  10.84  1200.14   0.42   0.84  175.20 
997.50  14.91  288.28   8.70  66.33  16.98  11.26   5.72   7.05  11.29  1201.12   0.21   0.52  83.50 
997.48  14.86  288.23   8.94  67.63  16.92  11.45   5.48   7.17  11.48  1201.22   1.04   1.48  247.30 
988.45  19.44  293.57  12.52  64.26  22.62  14.54   8.08   9.20  14.71  1170.28   1.12   1.56  197.70 
988.25  17.39  291.53  12.21  71.60  19.89  14.24   5.65   9.01  14.41  1178.43   1.50   2.76  194.90 
988.26  17.53  291.67  11.99  69.92  20.07  14.03   6.04   8.88  14.20  1177.97   1.62   2.52  193.20 
988.43  15.93  290.05  11.75  76.20  18.13  13.81   4.31   8.74  13.98  1184.79   1.67   2.44  187.70 
988.42  16.14  290.27  11.59  74.40  18.37  13.67   4.70   8.65  13.83  1183.98   1.10   2.52  205.20 
988.27  15.41  289.55  11.66  78.30  17.53  13.73   3.81   8.69  13.89  1186.77   2.03   3.00  213.00 
988.71  15.57  289.67  11.74  77.90  17.72  13.80   3.92   8.73  13.96  1186.61   0.59   1.52  110.30 
989.15  16.48  290.55  11.92  74.40  18.78  13.97   4.81   8.83  14.12  1183.33   1.57   2.94  160.10 
989.22  18.35  292.42  12.70  69.58  21.13  14.70   6.43   9.30  14.86  1175.50   0.51   1.08  90.10 
989.49  21.68  295.73  13.79  60.82  25.97  15.79  10.17   9.99  15.96  1162.05   0.89   1.68  141.00 
989.49  24.67  298.73  14.47  53.04  31.11  16.50  14.61  10.44  16.68  1150.07   1.90   2.96  176.20 
988.99  28.28  302.40   9.48  30.86  38.48  11.87  26.60   7.50  12.01  1137.74   5.41   9.65  212.90 
988.73  29.13  303.27   8.78  28.01  40.42  11.32  29.10   7.15  11.45  1134.49   4.83   7.92  208.60 
988.63  29.69  303.84   7.85  25.46  41.74  10.63  31.11   6.71  10.75  1132.57   5.27   9.41  207.30 
988.49  29.75  303.91   8.09  25.79  41.89  10.80  31.08   6.83  10.93  1132.11   4.37   7.24  240.00 
988.24  29.60  303.79   8.54  26.83  41.53  11.14  30.38   7.04  11.27  1132.24   5.68   8.44  211.10 
988.17  29.50  303.69   9.75  29.28  41.29  12.09  29.20   7.64  12.23  1132.12   2.49   4.16  209.70 
988.19  28.84  303.03   9.94  30.80  39.75  12.24  27.50   7.74  12.39  1134.55   3.98   6.90  204.80 
988.09  27.96  302.15  10.24  33.07  37.77  12.49  25.28   7.90  12.64  1137.64   1.74   2.52  225.40 
988.35  25.36  299.52   8.49  34.26  32.41  11.11  21.31   7.02  11.24  1148.46   2.00   2.88  236.60 
988.84  24.03  298.15   8.16  36.25  29.94  10.85  19.09   6.86  10.98  1154.29   2.68   4.02  245.10 
989.10  21.88  295.97   9.89  46.43  26.29  12.21  14.08   7.71  12.34  1162.40   0.30   0.84  144.00 
989.11  20.22  294.30   9.22  49.13  23.74  11.66  12.08   7.37  11.79  1169.24   1.27   1.96  199.30 
989.16  18.95  293.02   9.22  53.16  21.94  11.66  10.28   7.37  11.79  1174.38   1.16   2.16  203.10 
989.05   3.95  277.99   1.36  83.10   8.11   6.74   1.37   4.25   6.81  1240.13   0.67   1.00  145.30 
989.16   3.21  277.23   1.48  88.40   7.69   6.80   0.89   4.29   6.88  1243.59   0.60   1.12  167.20 
989.17   2.57  276.59   1.13  90.20   7.35   6.63   0.72   4.18   6.70  1246.58   0.74   0.96  190.00 
989.11   2.43  276.45   1.34  92.50   7.28   6.73   0.55   4.24   6.81  1247.08   0.46   1.18  279.50 
988.73   1.88  275.94   0.83  92.70   7.00   6.49   0.51   4.09   6.56  1249.19   0.49   0.88  188.10 
988.55   1.36  275.42   0.52  94.10   6.74   6.34   0.40   4.00   6.42  1251.42   0.50   0.92  214.30 
988.27   1.71  275.80   0.92  94.40   6.91   6.53   0.39   4.12   6.61  1249.35   0.56   1.32  254.50 
988.43   1.66  275.73   0.92  94.80   6.89   6.53   0.36   4.12   6.60  1249.82   1.07   1.92  208.60 
988.71   2.72  276.78   1.54  91.90   7.43   6.83   0.60   4.31   6.91  1245.20   0.67   1.44  148.40 
988.85   2.89  276.94   1.44  90.10   7.52   6.78   0.74   4.27   6.85  1244.63   0.88   1.52  187.80 
988.61   5.97  280.05   3.06  81.50   9.34   7.61   1.73   4.80   7.70  1230.22   1.16   2.32  180.60 
988.47   9.59  283.69   3.62  66.22  11.96   7.92   4.04   5.00   8.01  1214.15   1.44   3.12  326.80 
988.37   9.91  284.02   3.65  64.95  12.22   7.94   4.28   5.01   8.03  1212.65   1.51   2.84  285.90 
987.92   9.96  284.11   3.41  63.64  12.26   7.80   4.46   4.93   7.90  1211.94   1.43   3.00  318.90 
987.80  11.01  285.17   3.02  57.71  13.15   7.59   5.56   4.79   7.68  1207.42   1.50   4.44  32.15 
987.99  10.42  284.56   2.56  58.10  12.64   7.35   5.30   4.64   7.44  1210.27   1.04   2.92  259.90 
988.06  10.54  284.68   3.13  60.04  12.75   7.65   5.09   4.83   7.75  1209.71   1.26   3.12  306.40 
988.25   9.97  284.09   3.25  62.88  12.27   7.71   4.55   4.87   7.81  1212.35   1.30   2.64  250.60 
988.50   9.25  283.35   3.55  67.42  11.69   7.88   3.81   4.97   7.97  1215.67   2.17   3.36  254.40 
988.66   8.73  282.81   3.60  70.10  11.28   7.91   3.37   4.99   8.00  1218.09   2.49   3.64  251.10 
988.98   8.52  282.57   3.54  70.80  11.13   7.88   3.25   4.97   7.96  1219.41   2.33   3.42  254.50 
989.00   8.13  282.18   3.34  71.70  10.83   7.77   3.07   4.90   7.85  1221.18   3.58   4.44  257.20 
989.40   7.54  281.56   3.20  73.90  10.41   7.69   2.72   4.85   7.77  1224.28   1.34   2.64  229.70 
989.45   5.53  279.53   3.05  84.00   9.06   7.61   1.45   4.80   7.69  1233.23   0.81   2.00  104.30 
985.93   4.65  278.94   2.06  83.20   8.52   7.09   1.43   4.48   7.19  1232.94   2.49   3.44  195.10 
